Account ID,Industry,Vertical, Total BRR , AnnualRevenue ,NumberOfEmployees, DandB Revenue ,DandB Total Employees
Acct-000334,Telecommunications,Regional Carrier/ISP," $60,863.00 "," $3,042,600.00 ",32," $5,429,852.54 ",32
Acct-000148,Telecommunications,Regional Carrier/ISP," $60,135.00 "," $5,255,400.00 ",45," $17,323,150.97 ",45
Acct-001721,Telecommunications,Regional Carrier/ISP," $60,035.00 "," $156,740.00 ",2," $156,740.00 ",2
Acct-000305,Media & Content,Internet Content & Software," $59,893.00 "," $374,835.41 ",10," $376,175.08 ",11
Acct-001626,Media & Content,Media," $59,841.00 "," $137,463,018.54 ",1290," $137,463,018.54 ",1290
Acct-000370,Telecommunications,Regional Carrier/ISP," $59,374.00 "," $9,845,794.59 ",48," $9,845,794.59 ",48
Acct-000825,Media & Content,Cable & Satellite," $59,131.00 ", $-   ,0, $-   ,0
Acct-000170,Telecommunications,Regional Carrier/ISP," $58,306.00 "," $32,915,018.29 ",50," $23,050,000.00 ",80
Acct-000904,Other Industry,Real Estate / Construction," $58,289.45 ", $-   ,0, $-   ,0
Acct-003622,Media & Content,Gaming/eSports," $58,137.00 "," $4,162,830,000.00 ",8400," $4,053,112,000.00 ",8500
Acct-001950,IT Infrastructure,Colo/Hosting," $57,981.00 "," $7,714,182.22 ",63," $7,945,502.80 ",63
Acct-001490,Finance,Finance - Other," $57,848.00 "," $830,445,400.00 ",3400," $830,445,400.00 ",3400
Acct-000754,Media & Content,Media," $57,804.00 "," $4,213,593,476.00 ",2323," $4,213,593,476.00 ",2323
Acct-000564,Research & Education,Higher Education," $57,580.00 "," $4,069,133,594.00 ",22000," $4,069,133,594.00 ",22000
Acct-000293,Media & Content,Internet Content & Software," $57,524.00 "," $8,789,391.89 ",25," $8,789,391.89 ",25
Acct-000891,Other Industry,Retail," $57,517.00 "," $1,301,409,454.00 ",3000," $1,301,409,454.00 ",3000
Acct-003525,Research & Education,Higher Education," $57,271.00 "," $623,014,683.63 ",1870," $599,885,553.90 ",1934
Acct-002228,IT Infrastructure,Colo/Hosting," $57,119.00 ", $-   ,0, $-   ,0
Acct-000661,Professional Services,Consulting / Other Professional Services," $57,073.00 "," $258,670,217.28 ",1416," $339,454,193.99 ",1400
Acct-000742,Telecommunications,Regional Carrier/ISP," $56,820.28 ", $-   ,14, $-   ,0
Acct-001155,Healthcare,Hospital/Clinic," $56,494.00 "," $1,048,823,977.56 ",7593," $1,048,823,977.56 ",7593
Acct-001161,Telecommunications,Regional Carrier/ISP," $56,266.00 "," $46,007,800.00 ",884," $525,042,280.43 ",884
Acct-000820,Healthcare,Hospital/Clinic," $55,924.00 ", $-   ,0, $-   ,0
Acct-001166,Media & Content,Media," $55,637.00 "," $83,462,418.98 ",1400," $112,575,278.00 ",1400
Acct-000700,Telecommunications,Wireless," $55,526.00 "," $23,418,800.00 ",500," $197,494,102.01 ",500
Acct-001425,Telecommunications,Regional Carrier/ISP," $55,333.00 "," $221,280.00 ",3," $123,107,934.93 ",280
Acct-002402,Professional Services,Legal," $54,937.80 ", $-   ,0, $-   ,0
Acct-000211,Other Industry,Hospitality," $54,652.10 ", $-   ,0, $-   ,0
Acct-000321,Telecommunications,RLEC," $54,544.00 "," $2,858,200.00 ",25," $8,165,932.72 ",25
Acct-000519,Media & Content,Media," $54,071.00 "," $51,292,704,000.00 ",195000," $51,292,704,000.00 ",195000
Acct-000775,Energy & Manufacturing,Oil & Gas," $54,018.00 "," $127,675,794,000.00 ",61500," $127,675,794,000.00 ",61500
Acct-001612,Professional Services,Consulting / Other Professional Services," $53,856.00 "," $40,570,644.30 ",420," $28,367,174.00 ",420
Acct-001352,Finance,High Frequency Trading," $53,739.00 "," $199,266,294.81 ",460," $177,007,881.60 ",460
Acct-000513,Media & Content,Internet Content & Software," $53,569.65 ", $-   ,0, $-   ,0
Acct-001923,Professional Services,Consulting / Other Professional Services," $53,304.00 "," $1,640,375,378.00 ",4634," $1,640,375,378.00 ",4634
Acct-000362,Telecommunications,Reseller," $53,299.00 "," $461,000.00 ",8," $461,000.00 ",8
Acct-000221,Telecommunications,National Carrier/ISP," $53,262.00 "," $202,840.00 ",4," $454,192.87 ",4
Acct-002262,Media & Content,Media," $53,237.00 "," $12,729,132,000.00 ",17310," $12,802,892,000.00 ",16260
Acct-000591,Telecommunications,PTT," $52,856.00 "," $1,593,919,172.52 ",387," $1,483,938,550.96 ",387
Acct-000516,Media & Content,Cable & Satellite," $52,373.10 ", $-   ,0, $-   ,0
Acct-000128,Professional Services,Consulting / Other Professional Services," $52,153.00 ", $-   ,0, $-   ,0
Acct-001454,IT Infrastructure,Colo/Hosting," $52,129.21 ", $-   ,0, $-   ,0
Acct-001718,Research & Education,Higher Education," $51,868.30 ", $-   ,0, $-   ,0
Acct-001291,Other Industry,Retail," $50,867.46 ", $-   ,0, $-   ,0
Acct-000067,Telecommunications,Regional Carrier/ISP," $50,816.00 ", $-   ,0, $-   ,0
Acct-002175,Media & Content,Internet Content & Software," $50,782.00 "," $885,120.00 ",10," $10,742,667.33 ",70
Acct-002551,Professional Services,Engineering," $50,428.49 ", $-   ,0, $-   ,0
Acct-001196,Professional Services,Consulting / Other Professional Services," $50,168.11 ", $-   ,0, $-   ,0
Acct-001458,Telecommunications,Regional Carrier/ISP," $49,938.00 "," $29,631,476.64 ",60," $35,854,086.91 ",60
Acct-001722,Telecommunications,National Carrier/ISP," $49,552.00 "," $450,676,168.69 ",171," $272,266,600.00 ",171
Acct-000783,Telecommunications,Reseller," $49,309.00 "," $3,042,600.00 ",26," $12,163,464.72 ",26
Acct-002418,Finance,Asset Management / Hedge Fund," $49,301.06 "," $3,872,400,000.00 ",5100, $-   ,0
Acct-001543,Finance,Finance - Other," $49,180.00 ", $-   ,78, $-   ,0
Acct-001194,Energy & Manufacturing,Manufacturing - Other," $48,730.68 ", $-   ,0, $-   ,0
Acct-000394,Media & Content,AdTech," $48,698.00 "," $63,330,310.18 ",272," $46,843,616.05 ",277
Acct-000723,Transportation & Logistics,Airlines," $48,682.00 "," $17,153,810,000.00 ",46278," $18,274,040,000.00 ",49583
Acct-002070,Healthcare,Healthcare - Other," $48,578.40 ", $-   ,0, $-   ,0
Acct-000275,IT Infrastructure,Colo/Hosting," $48,540.52 ", $-   ,0, $-   ,0
Acct-001224,Finance,Finance - Other," $48,525.11 ", $-   ,0, $-   ,0
Acct-001420,Media & Content,Cable & Satellite," $48,520.00 "," $903,560.00 ",10," $573,415.77 ",10
Acct-001177,Healthcare,Hospital/Clinic," $48,382.36 ", $-   ,0, $-   ,0
Acct-001332,IT Infrastructure,Cloud Service Provider," $48,369.00 "," $261,464,426.79 ",575," $312,946,345.48 ",575
Acct-003360,Other Industry,Telecommunications Equipment Provider," $48,231.00 "," $903,824,798.40 ",2555," $1,004,249,776.00 ",2555
Acct-003169,Finance,Finance - Other," $48,082.00 "," $60,935,324.83 ",102," $60,935,324.83 ",102
Acct-000689,Telecommunications,Reseller," $48,069.00 ", $-   ,8, $-   ,8
Acct-003570,Professional Services,Legal," $47,646.00 "," $417,696,406.64 ",2500," $417,696,406.64 ",2500
Acct-001027,Finance,Finance - Other," $47,642.00 "," $12,537,268.41 ",19," $12,537,268.41 ",19
Acct-001116,Other Industry,Retail," $47,610.00 "," $15,056,259,999.08 ",30200, $-   ,0
Acct-000819,Finance,Finance - Other," $47,494.00 "," $131,776,441.55 ",285," $116,939,500.46 ",285
Acct-000985,Telecommunications,Reseller," $47,303.00 "," $154,911,186.26 ",518," $207,789,617.78 ",518
Acct-002451,Energy & Manufacturing,Oil & Gas," $47,106.00 "," $1,249,285,747.71 ",6000," $1,775,967,829.11 ",6000
Acct-002277,Media & Content,Internet Content & Software," $46,993.00 "," $13,184,706.03 ",92," $13,184,706.03 ",92
Acct-000615,Telecommunications,PTT," $46,985.00 "," $50,138,029.00 ",150," $52,744,375.48 ",150
Acct-000481,Telecommunications,RLEC," $46,316.00 ", $-   ,0, $-   ,0
Acct-000419,Other Industry,Non-Healthcare Insurance," $46,008.00 "," $25,577,808,574.58 ",64066," $53,777,494,000.00 ",66400
Acct-000318,Finance,Asset Management / Hedge Fund," $45,887.00 "," $1,318,431,418.00 ",563," $1,022,235,230.00 ",833
Acct-000735,Energy & Manufacturing,Oil & Gas," $45,777.00 "," $379,807,758,000.00 ",75300," $247,909,204,000.00 ",73500
Acct-002072,Finance,Finance - Other," $45,510.58 ", $-   ,0, $-   ,0
Acct-000903,Professional Services,Legal," $45,437.00 "," $324,022,564.74 ",1500," $324,022,564.74 ",1500
Acct-003144,Healthcare,Hospital/Clinic," $44,625.22 ", $-   ,0, $-   ,0
Acct-000129,Telecommunications,Regional Carrier/ISP," $44,165.00 ", $-   ,0, $-   ,0
Acct-000117,Telecommunications,Regional Carrier/ISP," $43,996.00 "," $51,685,628.13 ",69," $46,729,450.32 ",69
Acct-001481,Media & Content,Internet Content & Software," $43,826.00 "," $101,780,502.00 ",534," $167,166,898.00 ",936
Acct-000632,IT Infrastructure,Cloud Service Provider," $43,779.00 "," $3,020,097,668.00 ",9500," $3,020,097,668.00 ",9500
Acct-001538,IT Infrastructure,Cloud Service Provider," $43,520.00 "," $34,667,200.00 ",275," $90,760,333.88 ",600
Acct-001314,Other Industry,Non-Healthcare Insurance," $43,495.16 ", $-   ,0, $-   ,0
Acct-000956,IT Infrastructure,Colo/Hosting," $43,429.00 "," $149,463,919.91 ",350," $183,513,161.39 ",350
Acct-001488,Professional Services,Consulting / Other Professional Services," $43,282.00 "," $9,982,540,745.40 ",85000," $9,982,540,745.40 ",85000
Acct-001643,Other Industry,Retail," $43,210.00 ", $-   ,0, $-   ,0
Acct-000599,Media & Content,Internet Content & Software," $42,957.00 "," $2,262,487,798.88 ",2337," $2,262,487,798.88 ",2337
Acct-001266,Professional Services,Consulting / Other Professional Services," $42,955.57 ", $-   ,0, $-   ,0
Acct-001263,Media & Content,AdTech," $42,611.00 "," $888,428,136.00 ",1576," $968,061,276.00 ",2125
Acct-002375,Energy & Manufacturing,Manufacturing - Other," $42,427.86 ", $-   ,0, $-   ,0
Acct-000297,Government,Systems Integrators - Government," $42,178.00 "," $3,452,016,866.00 ",19900," $3,452,016,866.00 ",19900
Acct-000805,Energy & Manufacturing,Utilities," $42,133.00 "," $13,875,178,000.00 ",15557," $13,853,972,000.00 ",15781
Acct-000217,Other Industry,Retail," $41,518.00 "," $745,042,044.70 ",3600," $683,678,349.46 ",3600
Acct-001230,Research & Education,Higher Education," $41,216.90 ", $-   ,0, $-   ,0
Acct-000560,Healthcare,Healthcare - Other," $41,209.00 "," $86,753,732.17 ",1000," $76,671,070.25 ",1000
Acct-000101,Media & Content,Media," $41,174.00 "," $2,812,971,290.00 ",12800," $2,812,971,290.00 ",12800
Acct-000280,Media & Content,Media," $40,694.00 "," $11,828,525.17 ",43," $14,312,514.87 ",125
Acct-000745,Other Industry,Transportation," $40,357.00 "," $53,689,904,000.00 ",437000," $53,810,686,000.00 ",444000
Acct-001702,IT Infrastructure,Colo/Hosting," $40,256.00 "," $15,364,097.36 ",15," $11,438,728.46 ",16
Acct-001137,Media & Content,Cable & Satellite," $40,240.00 "," $1,442,599.92 ",3," $1,258,312.41 ",3
Acct-001172,Research & Education,Higher Education," $40,082.00 "," $305,539.74 ",2658," $296,743.86 ",2658
Acct-000209,Telecommunications,Regional Carrier/ISP," $40,009.00 "," $6,759,554.49 ",37," $8,864,162.40 ",37
Acct-001731,IT Infrastructure,Colo/Hosting," $39,983.00 "," $267,380.00 ",3," $590,574.19 ",3
Acct-002494,Professional Services,Legal," $39,897.16 ", $-   ,0, $-   ,0
Acct-000846,Government,Federal Research," $39,457.00 ", $-   ,1225, $-   ,1225
Acct-002486,Media & Content,Media," $39,441.00 "," $1,629,851.67 ",18," $1,629,851.67 ",18
Acct-002046,Finance,Finance - Other," $39,205.00 "," $12,108,561.46 ",53," $14,347,798.89 ",53
Acct-000082,Telecommunications,Regional Carrier/ISP," $39,126.00 "," $24,633,199.39 ",57," $24,633,199.39 ",57
Acct-000461,Telecommunications,Wireless," $38,966.00 ", $-   ,0, $-   ,0
Acct-000790,Telecommunications,Reseller," $38,475.24 ", $-   ,0, $-   ,0
Acct-001917,Media & Content,Internet Content & Software," $37,886.00 ", $-   ,0, $-   ,0
Acct-001131,Professional Services,Legal," $37,824.00 ", $-   ,850," $173,635,006.44 ",850
Acct-000706,Other Industry,Retail," $37,347.00 "," $13,310,914,000.00 ",72500," $13,310,914,000.00 ",72500
Acct-003548,Telecommunications,Wireless," $37,047.00 ", $-   ,0, $-   ,0
Acct-000348,Finance,Finance - Other," $37,041.00 "," $2,305,000.00 ",25," $19,085,400.00 ",25
Acct-000565,Media & Content,Internet Content & Software," $37,005.00 ", $-   ,2, $-   ,2
Acct-000291,Finance,Finance - Other," $36,879.00 "," $169,013,293.36 ",360," $169,013,293.36 ",360
Acct-000010,Media & Content,Cable & Satellite," $36,652.26 ", $-   ,0, $-   ,0
Acct-001542,Other Industry,Hospitality," $36,482.00 "," $520,008,000.00 ",15041," $593,646,767.14 ",15041
Acct-002477,Finance,Asset Management / Hedge Fund," $36,478.16 ", $-   ,0, $-   ,0
Acct-002572,Healthcare,Healthcare - Other," $36,433.06 ", $-   ,0, $-   ,0
Acct-003152,Finance,Finance - Other," $36,352.35 ", $-   ,0, $-   ,0
Acct-001014,Research & Education,Higher Education," $36,233.00 "," $2,366,107,394.00 ",39000," $1,937,905,700.00 ",28000
Acct-000629,Healthcare,Healthcare," $36,191.56 ", $-   ,0, $-   ,0
Acct-002379,Energy & Manufacturing,Oil & Gas," $36,056.00 "," $2,070,717,790.04 ",1300," $2,070,717,790.04 ",1300
Acct-000778,Media & Content,AdTech," $36,022.00 "," $14,123,011,600.00 ",74000," $13,953,916,800.00 ",74900
Acct-000882,Finance,Finance - Other," $35,977.00 ", $-   ,0, $-   ,0
Acct-000099,Healthcare,Healthcare - Other," $35,914.00 "," $451,987,450.00 ",2939," $454,063,794.00 ",2987
Acct-000938,Other Industry,Real Estate / Construction," $35,736.00 "," $343,640,307.26 ",4800," $298,324,528.19 ",4800
Acct-000188,Transportation & Logistics,Airlines," $35,728.02 ", $-   ,0, $-   ,0
Acct-000229,Healthcare,Healthcare - Other," $35,386.00 ", $-   ,0, $-   ,0
Acct-000656,Telecommunications,Regional Carrier/ISP," $35,369.00 "," $111,008,800.00 ",1900," $182,675,239.49 ",1900
Acct-000865,Finance,Finance - Other," $35,315.00 ", $-   ,0, $-   ,0
Acct-001622,Research & Education,K-12 Education," $35,308.00 ", $-   ,0, $-   ,0
Acct-000931,Media & Content,Internet Content & Software," $35,035.00 "," $21,716,788,000.00 ",30500," $21,716,788,000.00 ",30500
Acct-000980,IT Infrastructure,Colo/Hosting," $34,711.00 "," $23,142,733.84 ",67," $23,162,208.32 ",67
Acct-001448,Telecommunications,National Carrier/ISP," $34,670.00 ", $-   ,0, $-   ,0
Acct-000215,Media & Content,Internet Content & Software," $34,646.00 "," $4,041,938.28 ",19," $3,626,721.11 ",19
Acct-003380,Other Industry,Retail," $34,375.91 ", $-   ,0, $-   ,0
Acct-001431,Media & Content,AdTech," $34,243.00 "," $376,767,002.00 ",20," $425,629,314.00 ",954
Acct-000006,Professional Services,Legal," $34,188.20 ", $-   ,0, $-   ,0
Acct-001727,Finance,Finance - Other," $34,067.00 "," $10,841,876.37 ",100," $15,034,109.87 ",100
Acct-000276,Professional Services,Consulting / Other Professional Services," $33,960.00 "," $737,600.00 ",12," $965,795.92 ",12
Acct-001951,Professional Services,Consulting / Other Professional Services," $33,922.00 "," $645,400.00 ",10," $3,411,400.00 ",20
Acct-002570,Finance,Finance - Other," $33,905.00 "," $243,180,296.43 ",600," $312,110,139.42 ",600
Acct-000202,Professional Services,Engineering," $33,874.00 "," $81,684,300.49 ",797," $81,684,300.49 ",797
Acct-001956,Telecommunications,PTT," $33,828.00 "," $14,543,775.52 ",27," $14,398,337.40 ",57
Acct-000691,Energy & Manufacturing,Oil & Gas," $33,645.76 ", $-   ,0, $-   ,0
Acct-001002,Finance,Finance - Other," $33,547.00 "," $25,908,200.00 ",100," $26,665,408.17 ",100
Acct-001960,Finance,Finance - Other," $33,468.00 ", $-   ,0, $-   ,0
Acct-002464,Telecommunications,National Carrier/ISP," $33,231.00 ", $-   ,0, $-   ,0
Acct-002407,Media & Content,Internet Content & Software," $33,056.40 ", $-   ,0, $-   ,0
Acct-000345,Telecommunications,Reseller," $32,965.00 ", $-   ,0, $-   ,0
Acct-001386,Government,Federal Government," $32,663.02 ", $-   ,0, $-   ,0
Acct-000432,Telecommunications,Wireless," $32,566.00 "," $573,725.56 ",5," $573,725.56 ",5
Acct-001983,Professional Services,Consulting / Other Professional Services," $32,549.00 ", $-   ,0," $14,537,744.72 ",174
Acct-000021,IT Infrastructure,Cloud Service Provider," $32,400.00 ", $-   ,63," $35,109,072.19 ",106
Acct-001406,Professional Services,Legal," $32,308.00 "," $86,260,062.02 ",746," $104,374,675.31 ",746
Acct-000922,Government,State/Local Government," $32,238.00 "," $28,821,553.12 ",48," $28,821,553.12 ",48
Acct-001550,Healthcare,Hospital/Clinic," $32,175.89 ", $-   ,0, $-   ,0
Acct-001034,IT Infrastructure,Colo/Hosting," $32,123.00 "," $2,766,000.00 ",15," $2,766,000.00 ",15
Acct-002034,IT Infrastructure,Cloud Service Provider," $32,031.00 "," $421,643,508.00 ",1804," $533,682,182.00 ",1895
Acct-001296,Healthcare,Hospital/Clinic," $31,930.62 ", $-   ,0, $-   ,0
Acct-000874,Energy & Manufacturing,Manufacturing - Other," $31,830.00 "," $461,958,830.21 ",948," $461,958,830.21 ",948
Acct-001097,IT Infrastructure,Cloud Service Provider," $31,752.00 ", $-   ,0," $106,539,691.74 ",213
Acct-003381,Other Industry,Retail," $31,736.63 ", $-   ,0, $-   ,0
Acct-000158,Telecommunications,Regional Carrier/ISP," $31,594.00 "," $44,897,761.79 ",108," $44,897,761.79 ",108
Acct-000503,Other Industry,Retail," $31,558.46 ", $-   ,0, $-   ,0
Acct-001186,Finance,Finance - Other," $31,498.00 "," $8,390,200.00 ",55," $18,494,504.95 ",55
Acct-001547,IT Infrastructure,Colo/Hosting," $31,163.00 "," $5,163,200.00 ",80," $47,785,085.00 ",80
Acct-001036,Other Industry,Retail," $31,123.02 ", $-   ,0, $-   ,0
Acct-001611,Telecommunications,National Carrier/ISP," $30,735.17 ", $-   ,0, $-   ,0
Acct-002473,Media & Content,AdTech," $30,708.00 "," $31,029,055.31 ",198," $28,538,348.83 ",198
Acct-003100,Healthcare,Healthcare - Other," $30,643.40 ", $-   ,0, $-   ,0
Acct-000331,Other Industry,Retail," $30,584.00 "," $461,000,000.00 ",4000," $507,100,000.00 ",4000
Acct-002399,Media & Content,AdTech," $30,415.00 "," $63,710,200.00 ",535," $101,026,320.75 ",535
Acct-000583,Media & Content,Internet Content & Software," $30,411.00 "," $551,521,038.00 ",1732," $1,270,977,000.00 ",3795
Acct-000166,IT Infrastructure,Colo/Hosting," $30,386.00 "," $16,674,518.44 ",39," $18,196,161.43 ",39
Acct-003302,Professional Services,Commercial Systems Integrator," $30,381.20 ", $-   ,0, $-   ,0
Acct-000140,IT Infrastructure,Cloud Service Provider," $30,183.00 "," $6,387,958.06 ",50," $6,177,184.25 ",50
Acct-001140,Media & Content,Media," $30,000.00 "," $175,180.00 ",3," $449,081.31 ",3
Acct-000549,Telecommunications,Regional Carrier/ISP," $29,766.00 "," $81,085,776.82 ",231," $98,113,790.06 ",231
Acct-000247,Other Industry,Transportation," $29,730.00 "," $25,024,002,000.00 ",61600," $37,879,448,000.00 ",98900
Acct-000182,IT Infrastructure,Cloud Service Provider," $29,727.00 "," $726,406,920.00 ",2600," $1,071,683,012.00 ",5200
Acct-000529,Media & Content,Media," $29,392.00 "," $87,607,299.49 ",105," $50,192,756.16 ",105
Acct-000681,IT Infrastructure,Colo/Hosting," $29,338.85 ", $-   ,0, $-   ,0
Acct-000075,IT Infrastructure,Colo/Hosting," $29,298.00 "," $165,022.33 ",7," $181,524.28 ",8
Acct-000766,Other Industry,Hospitality," $29,264.00 "," $2,229,094,506.00 ",14600," $2,032,374,742.00 ",13500
Acct-001447,Media & Content,Internet Content & Software," $29,070.00 "," $190,557,116.00 ",360," $190,557,116.00 ",360
Acct-000991,Media & Content,Internet Content & Software," $28,995.00 "," $30,241,600.00 ",150," $79,794,894.76 ",150
Acct-000774,Telecommunications,Regional Carrier/ISP," $28,960.00 ", $-   ,0, $-   ,20
